age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
44,services,married,high.school,no,no,no,cellular,may,mon,180,6,999,0,nonexistent,1.1,92.773,-35.2,0.6,4963.6,no
62,admin.,single,high.school,no,no,no,cellular,dec,tue,222,1,999,0,nonexistent,1.1,94.176,-36.4,2.218,4963.6,yes
30,entrepreneur,married,professional.course,no,yes,no,cellular,oct,mon,390,3,999,0,nonexistent,-1.8,92.142,-42.3,2.352,5076.2,no
25,admin.,married,basic.9y,no,yes,no,telephone,oct,wed,266,2,999,0,nonexistent,1.4,92.295,-46.8,1.401,5099.1,yes
18,retired,married,university.degree,unknown,yes,no,cellular,aug,fri,234,1,999,0,nonexistent,-1.7,95.097,-43.5,4.371,5099.1,yes
57,blue-collar,married,high.school,no,no,no,telephone,aug,tue,132,1,26,3,failure,1.1,92.7,-39.8,2.27,5076.2,no
47,unemployed,divorced,high.school,unknown,yes,no,cellular,aug,fri,160,1,14,4,success,-0.1,93.168,-38.7,1.224,5099.1,no
39,technician,married,high.school,no,no,no,telephone,aug,mon,133,2,11,3,nonexistent,-0.1,90.203,-36.6,2.575,5099.1,no
43,blue-collar,married,university.degree,no,yes,yes,cellular,jul,mon,461,1,999,0,nonexistent,1.1,91.421,-45.7,1.864,5017.5,no
26,admin.,married,high.school,no,yes,no,cellular,dec,mon,65,1,7,4,nonexistent,1.4,96.285,-46.7,5.1,5099.1,no
69,blue-collar,married,basic.4y,unknown,yes,no,telephone,sep,tue,1,4,999,0,nonexistent,1.1,95.483,-47.1,2.433,4963.6,no
41,housemaid,married,basic.9y,no,no,unknown,cellular,oct,fri,263,3,999,0,nonexistent,1.1,93.709,-43.0,1.348,5017.5,no
41,unemployed,single,basic.4y,no,no,no,cellular,nov,mon,56,2,1,2,nonexistent,-3.4,89.57,-40.9,5.1,4963.6,no
48,technician,divorced,professional.course,no,yes,no,cellular,may,thu,552,1,999,0,nonexistent,1.4,91.002,-40.2,4.305,4963.6,no
45,technician,married,professional.course,no,yes,no,cellular,apr,wed,489,2,999,0,nonexistent,-1.7,90.962,-49.1,3.191,5076.2,yes
42,retired,single,high.school,unknown,yes,no,cellular,jul,fri,19,1,999,0,nonexistent,-1.8,90.94,-46.8,1.567,5191.0,no
30,housemaid,single,university.degree,no,unknown,no,telephone,jul,mon,28,6,999,0,nonexistent,-1.8,92.421,-45.5,4.38,5099.1,no
45,management,single,high.school,no,no,yes,cellular,nov,tue,170,4,999,0,nonexistent,1.1,94.171,-33.2,0.6,5099.1,no
62,technician,married,university.degree,no,yes,no,cellular,jul,mon,234,1,21,3,success,1.4,92.052,-43.9,4.248,5099.1,yes
56,technician,married,university.degree,no,no,no,cellular,aug,wed,80,3,999,0,nonexistent,1.1,92.534,-49.4,3.45,5099.1,no
59,retired,married,professional.course,unknown,yes,yes,telephone,jul,tue,315,5,999,0,nonexistent,-1.7,92.539,-40.1,4.782,5017.5,no
33,admin.,single,high.school,no,unknown,no,telephone,mar,fri,225,5,999,0,nonexistent,-1.8,94.355,-42.5,0.6,5008.7,no
28,management,single,university.degree,no,yes,no,cellular,aug,thu,98,3,999,0,nonexistent,-0.1,94.34,-47.9,1.343,4963.6,yes
38,technician,married,basic.9y,unknown,no,no,cellular,nov,thu,6,3,999,0,nonexistent,-3.4,93.243,-44.4,1.2,5191.0,no
40,entrepreneur,married,professional.course,no,yes,no,telephone,may,wed,346,1,999,0,nonexistent,-1.7,94.918,-43.7,0.988,5191.0,yes
53,admin.,divorced,basic.4y,no,no,no,cellular,aug,mon,60,2,999,0,nonexistent,1.1,92.426,-42.6,3.765,5008.7,no
19,management,single,university.degree,no,no,no,telephone,aug,wed,449,2,25,4,failure,1.4,95.62,-37.4,2.468,5008.7,yes
58,technician,divorced,university.degree,no,no,no,telephone,may,fri,136,5,999,0,nonexistent,-0.1,92.091,-39.2,1.432,5008.7,yes
38,management,single,university.degree,no,no,no,telephone,may,fri,215,1,999,0,nonexistent,-1.8,90.048,-41.4,1.015,5017.5,yes
34,admin.,married,basic.6y,unknown,no,no,cellular,dec,fri,515,2,999,0,nonexistent,1.4,91.106,-37.1,1.27,5008.7,no
27,services,married,professional.course,no,yes,no,telephone,jun,fri,498,1,999,0,nonexistent,1.1,90.972,-44.0,4.558,5017.5,no
20,services,single,basic.9y,no,yes,no,telephone,may,mon,116,1,999,0,nonexistent,1.4,91.89,-45.6,2.88,5076.2,no
49,services,married,university.degree,unknown,yes,no,cellular,may,tue,58,3,999,0,nonexistent,-1.8,94.693,-40.5,4.496,5076.2,no
40,management,married,basic.9y,no,unknown,no,cellular,aug,mon,373,1,999,0,nonexistent,-0.1,92.326,-40.8,5.1,5191.0,no
24,retired,single,high.school,no,yes,yes,cellular,aug,tue,141,4,18,3,failure,1.4,90.968,-49.4,2.968,5076.2,no
24,self-employed,married,university.degree,no,no,no,cellular,aug,mon,53,2,999,0,nonexistent,-1.8,90.816,-34.5,0.6,5017.5,no
35,blue-collar,single,high.school,unknown,no,no,cellular,apr,wed,586,3,999,0,nonexistent,1.1,92.914,-47.1,2.753,5017.5,yes
60,self-employed,married,basic.9y,no,yes,no,cellular,nov,thu,55,2,999,0,nonexistent,-1.8,95.287,-39.4,5.1,4963.6,no
36,technician,divorced,basic.9y,no,yes,no,cellular,jun,fri,6,3,999,0,nonexistent,-0.1,93.332,-39.2,4.956,5008.7,no
21,admin.,married,high.school,unknown,yes,no,cellular,may,thu,5,1,999,0,nonexistent,1.4,94.416,-57.4,1.837,5099.1,no
37,admin.,married,university.degree,no,yes,no,cellular,jul,fri,243,2,999,0,nonexistent,-0.1,93.603,-40.9,2.453,5099.1,yes
36,blue-collar,single,professional.course,no,yes,yes,telephone,jun,mon,270,3,999,0,nonexistent,1.4,90.71,-33.8,4.395,5008.7,no
18,entrepreneur,married,basic.6y,unknown,yes,no,telephone,nov,mon,93,3,999,0,nonexistent,-0.1,93.902,-45.6,3.863,5099.1,no
39,retired,single,high.school,no,no,no,cellular,dec,thu,96,3,999,0,nonexistent,1.4,91.291,-51.5,4.414,5099.1,yes
37,entrepreneur,single,basic.6y,yes,unknown,no,cellular,may,tue,103,2,999,0,nonexistent,-0.1,92.375,-42.6,2.57,5099.1,no
48,services,married,basic.4y,unknown,yes,no,cellular,nov,tue,284,2,999,0,nonexistent,-1.8,91.916,-39.7,3.699,5191.0,no
62,technician,married,university.degree,no,yes,no,cellular,oct,tue,14,4,999,0,nonexistent,-0.1,92.845,-42.4,2.451,5017.5,no
53,admin.,married,university.degree,no,yes,no,telephone,dec,tue,661,3,999,0,nonexistent,1.1,92.627,-46.8,5.1,5017.5,yes
36,blue-collar,married,basic.9y,yes,no,yes,telephone,may,wed,62,2,999,0,nonexistent,1.4,92.429,-47.2,0.6,5017.5,no
26,technician,divorced,basic.9y,unknown,no,no,cellular,aug,wed,2006,5,999,0,nonexistent,-0.1,92.586,-50.1,0.6,5008.7,yes
70,admin.,single,basic.4y,no,yes,no,telephone,may,wed,47,3,999,0,nonexistent,-0.1,93.402,-51.4,1.714,5076.2,no
40,blue-collar,single,university.degree,no,yes,no,cellular,nov,thu,369,2,999,0,nonexistent,1.4,92.586,-43.7,1.779,5191.0,yes
40,management,single,professional.course,no,no,no,cellular,jan,tue,63,3,999,0,nonexistent,1.4,92.741,-39.9,0.6,5191.0,no
39,retired,married,basic.6y,no,no,no,cellular,jul,tue,21,2,999,0,nonexistent,1.1,95.988,-41.2,0.6,5099.1,no
42,unemployed,divorced,basic.9y,no,yes,no,telephone,may,mon,519,1,999,0,nonexistent,1.4,94.559,-40.7,4.923,4963.6,no
38,student,single,university.degree,no,no,no,cellular,may,tue,489,1,999,0,nonexistent,-0.1,92.252,-38.8,2.699,5017.5,yes
33,management,single,professional.course,no,yes,no,telephone,aug,thu,129,3,999,0,nonexistent,-3.4,93.16,-35.5,2.563,5191.0,no
33,technician,single,high.school,no,yes,no,telephone,nov,thu,302,2,999,0,nonexistent,-3.4,93.043,-41.9,3.101,5191.0,no
39,management,married,basic.4y,no,no,no,cellular,aug,thu,203,3,999,0,nonexistent,1.4,93.12,-40.3,5.1,4963.6,no
33,entrepreneur,single,basic.4y,no,no,yes,cellular,nov,tue,479,4,999,0,nonexistent,-1.8,92.969,-40.2,3.209,5099.1,no
31,admin.,married,university.degree,no,yes,no,telephone,may,wed,94,3,999,0,nonexistent,-0.1,93.131,-41.3,2.8,5191.0,yes
41,technician,married,high.school,no,no,no,cellular,jul,wed,185,1,999,0,nonexistent,1.4,92.622,-41.9,1.852,5191.0,no
36,self-employed,married,basic.4y,no,yes,yes,cellular,jul,wed,166,2,999,0,nonexistent,-1.8,92.078,-41.5,4.078,5076.2,no
58,technician,divorced,university.degree,no,no,no,cellular,feb,wed,109,2,999,0,nonexistent,1.4,92.418,-34.2,2.884,4963.6,no
18,services,single,basic.4y,no,yes,no,cellular,jul,wed,555,1,999,0,nonexistent,1.4,90.396,-34.8,5.1,5099.1,yes
53,management,single,university.degree,no,no,no,cellular,aug,wed,45,4,999,0,nonexistent,1.4,94.043,-50.5,2.711,5099.1,no
54,blue-collar,single,high.school,unknown,no,yes,cellular,aug,thu,40,2,999,0,nonexistent,-1.7,93.723,-40.9,4.814,5017.5,yes
18,technician,married,basic.4y,no,yes,no,cellular,sep,mon,215,2,999,0,nonexistent,-1.7,96.017,-42.0,1.72,5076.2,yes
35,blue-collar,divorced,university.degree,unknown,no,no,cellular,aug,thu,267,2,999,0,nonexistent,1.4,91.207,-35.7,1.702,5099.1,no
35,admin.,married,high.school,no,no,no,telephone,mar,mon,54,1,999,0,nonexistent,-1.8,92.395,-42.2,0.6,5076.2,yes
23,admin.,married,professional.course,no,no,no,telephone,apr,mon,123,2,999,0,nonexistent,-0.1,94.75,-40.7,4.43,5017.5,yes
30,self-employed,married,university.degree,unknown,yes,no,telephone,aug,fri,732,3,26,2,success,1.1,93.538,-45.2,2.931,4963.6,yes
26,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,70,2,999,0,nonexistent,-1.7,95.447,-37.9,4.151,5191.0,no
61,services,single,university.degree,no,no,no,telephone,apr,mon,275,1,999,0,nonexistent,1.4,95.214,-48.2,5.1,5191.0,yes
51,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,336,1,999,0,nonexistent,1.1,89.355,-43.5,1.476,5008.7,yes
55,unemployed,married,professional.course,no,no,no,cellular,jul,mon,148,3,999,0,nonexistent,-3.4,93.386,-47.3,1.204,5008.7,no
48,blue-collar,single,high.school,no,yes,no,telephone,may,wed,693,3,999,0,nonexistent,-1.8,93.394,-43.5,1.583,5008.7,no
26,technician,married,university.degree,no,yes,yes,telephone,sep,fri,333,3,999,0,nonexistent,-1.8,92.966,-44.7,0.6,5191.0,yes
33,housemaid,single,basic.4y,no,no,no,telephone,aug,fri,153,2,999,0,nonexistent,-1.8,92.348,-37.8,2.652,5076.2,no
45,self-employed,divorced,high.school,no,no,no,telephone,may,thu,210,5,26,1,failure,1.1,95.343,-43.1,4.592,5008.7,no
25,blue-collar,married,university.degree,unknown,no,no,cellular,oct,tue,294,4,999,0,nonexistent,-3.4,92.959,-34.5,3.088,4963.6,no
48,self-employed,married,university.degree,no,yes,no,cellular,aug,thu,224,4,9,4,failure,-1.7,88.295,-43.2,0.6,5099.1,yes
37,technician,single,basic.9y,no,unknown,yes,telephone,aug,tue,527,1,999,0,nonexistent,1.4,92.336,-47.4,2.358,5076.2,no
35,technician,single,basic.9y,unknown,yes,yes,cellular,jul,fri,110,4,22,4,nonexistent,-0.1,96.107,-43.2,3.225,5191.0,no
48,admin.,married,university.degree,no,yes,yes,cellular,feb,fri,89,1,999,0,nonexistent,-1.7,91.324,-39.6,4.733,4963.6,no
45,admin.,divorced,professional.course,no,yes,no,telephone,aug,wed,60,3,999,0,nonexistent,1.4,94.826,-33.6,4.434,5191.0,no
35,retired,married,basic.6y,no,no,no,telephone,jun,tue,9,3,999,0,nonexistent,-1.8,94.564,-45.2,2.378,5076.2,no
53,technician,married,high.school,no,no,no,cellular,dec,tue,10,3,999,0,nonexistent,1.4,92.616,-33.7,2.375,5076.2,no
27,technician,single,high.school,no,no,no,telephone,nov,mon,510,1,999,0,nonexistent,1.1,93.284,-42.9,4.069,5076.2,yes
47,retired,single,university.degree,no,no,no,telephone,aug,fri,283,4,999,0,nonexistent,1.1,92.896,-44.2,1.932,5017.5,no
47,entrepreneur,married,basic.6y,unknown,yes,yes,telephone,may,wed,270,6,999,0,nonexistent,1.1,92.209,-38.1,4.54,5099.1,no
36,admin.,single,basic.9y,no,no,no,cellular,may,tue,238,4,999,0,nonexistent,-0.1,91.997,-34.9,1.814,5008.7,no
43,management,married,university.degree,no,yes,no,cellular,may,wed,472,1,999,0,nonexistent,1.4,95.131,-39.2,5.1,5017.5,yes
24,admin.,married,basic.4y,no,yes,no,cellular,jul,fri,163,2,999,0,nonexistent,1.4,92.74,-49.1,3.423,5099.1,no
51,entrepreneur,married,high.school,no,yes,yes,cellular,may,mon,510,1,999,0,nonexistent,-1.7,91.842,-40.3,0.6,5191.0,yes
37,management,single,high.school,unknown,no,no,cellular,jul,fri,111,1,999,0,nonexistent,-0.1,93.824,-31.1,4.153,5008.7,no
33,unemployed,married,high.school,no,yes,no,cellular,may,fri,653,3,999,0,nonexistent,1.4,93.64,-53.4,3.459,5017.5,no
52,admin.,married,high.school,no,no,yes,cellular,dec,fri,299,2,999,0,nonexistent,-0.1,90.762,-40.1,3.875,5017.5,yes
31,admin.,married,high.school,unknown,yes,no,telephone,apr,tue,74,4,999,0,nonexistent,1.4,92.034,-43.4,5.1,4963.6,no
23,blue-collar,single,basic.9y,no,yes,no,cellular,dec,tue,207,2,999,0,nonexistent,1.1,90.452,-46.7,2.53,5017.5,yes
21,blue-collar,single,university.degree,no,no,no,telephone,dec,tue,190,1,999,0,nonexistent,-0.1,96.825,-36.8,0.6,5076.2,yes
47,blue-collar,single,university.degree,no,yes,no,telephone,jul,tue,37,3,10,2,success,-3.4,92.456,-50.7,5.1,5191.0,no
24,student,married,university.degree,unknown,no,yes,cellular,sep,mon,223,2,999,0,nonexistent,-1.7,91.985,-43.8,0.6,5017.5,no
61,blue-collar,single,basic.9y,no,no,no,telephone,jul,thu,94,5,999,0,nonexistent,-0.1,92.25,-37.0,1.656,5076.2,yes
18,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,wed,13,1,999,0,nonexistent,-0.1,91.869,-37.6,3.076,5099.1,no
60,entrepreneur,single,basic.9y,no,unknown,no,cellular,may,fri,742,4,999,0,nonexistent,1.1,92.725,-39.0,1.382,5099.1,yes
42,technician,divorced,high.school,no,yes,no,telephone,may,mon,256,4,999,0,nonexistent,1.1,94.853,-41.1,2.885,5076.2,no
38,entrepreneur,married,high.school,unknown,yes,no,cellular,aug,thu,523,1,999,0,nonexistent,1.1,93.146,-42.6,2.756,4963.6,yes
33,admin.,single,university.degree,no,no,no,telephone,jul,thu,281,2,999,0,nonexistent,1.4,90.919,-44.4,5.1,4963.6,no
44,technician,married,basic.4y,no,yes,no,cellular,aug,thu,110,4,999,0,nonexistent,-1.7,91.278,-46.9,0.6,5099.1,no
39,admin.,married,basic.4y,no,no,no,telephone,may,fri,179,1,999,0,nonexistent,1.1,93.262,-37.9,3.157,5191.0,no
53,admin.,married,high.school,no,no,no,cellular,may,thu,281,1,999,0,nonexistent,-3.4,91.751,-40.9,1.343,5017.5,no
41,student,married,university.degree,no,unknown,no,telephone,apr,fri,806,1,999,0,nonexistent,-0.1,92.714,-37.8,1.987,5099.1,yes
41,admin.,married,basic.9y,no,yes,no,cellular,mar,tue,73,3,999,0,nonexistent,-1.7,96.969,-45.9,4.224,5099.1,yes
35,services,single,university.degree,no,yes,no,telephone,may,wed,519,1,11,4,success,-1.7,91.491,-46.0,3.932,5076.2,yes
39,technician,married,basic.9y,no,no,yes,telephone,apr,mon,644,1,999,0,nonexistent,-1.7,90.831,-39.5,3.617,4963.6,yes
43,blue-collar,single,university.degree,no,yes,no,cellular,apr,mon,277,3,999,0,nonexistent,-3.4,91.89,-53.4,0.736,5191.0,yes
19,student,married,professional.course,no,no,no,cellular,nov,tue,669,3,11,2,nonexistent,-0.1,90.301,-54.6,5.1,5076.2,yes
23,admin.,married,high.school,no,no,no,cellular,mar,mon,126,7,999,0,nonexistent,1.4,94.929,-36.9,1.424,5099.1,no
48,management,single,basic.9y,unknown,yes,no,telephone,aug,tue,764,2,2,4,nonexistent,-1.7,91.261,-45.5,5.1,5008.7,yes
42,unemployed,married,high.school,no,yes,no,cellular,may,mon,303,2,999,0,nonexistent,1.1,91.539,-41.0,1.831,5017.5,yes
37,services,married,basic.9y,no,no,no,telephone,nov,mon,10,2,999,0,nonexistent,-0.1,91.0,-40.1,4.855,5099.1,no
40,student,single,university.degree,unknown,no,yes,telephone,jul,fri,593,3,999,0,nonexistent,-1.7,90.463,-36.8,3.183,5076.2,yes
44,admin.,married,university.degree,no,yes,no,cellular,may,mon,165,9,999,0,nonexistent,-3.4,92.918,-44.2,0.6,5008.7,yes
33,technician,married,university.degree,unknown,yes,no,cellular,jul,thu,154,3,999,0,nonexistent,-1.8,91.873,-43.9,2.36,5008.7,no
30,blue-collar,married,university.degree,no,yes,no,cellular,jun,mon,208,2,999,0,nonexistent,1.1,90.293,-45.1,5.1,5099.1,no
42,retired,divorced,high.school,no,no,no,telephone,jul,fri,40,2,999,0,nonexistent,-1.7,92.442,-38.9,4.482,5191.0,no
28,unemployed,single,basic.9y,no,yes,unknown,cellular,apr,fri,158,1,999,0,nonexistent,-1.8,93.548,-38.7,2.217,4963.6,yes
44,blue-collar,single,university.degree,no,no,no,cellular,dec,thu,444,2,999,0,nonexistent,-1.7,92.337,-35.6,5.1,5008.7,no
19,management,single,high.school,no,yes,no,telephone,jul,thu,3,2,999,0,nonexistent,-0.1,93.899,-48.2,3.507,5017.5,no
52,blue-collar,married,university.degree,no,no,no,cellular,may,mon,79,1,999,0,nonexistent,1.1,95.548,-30.8,5.1,5076.2,no
45,services,married,basic.9y,no,yes,no,telephone,sep,fri,0,3,20,1,nonexistent,-1.7,94.222,-43.6,2.857,5076.2,no
43,technician,single,basic.6y,no,no,no,cellular,may,fri,134,1,999,0,nonexistent,-0.1,93.324,-42.2,2.475,5076.2,no
51,unemployed,married,professional.course,no,yes,no,cellular,nov,fri,325,1,999,0,nonexistent,-0.1,94.218,-41.2,4.779,5099.1,yes
59,management,married,basic.9y,no,no,no,telephone,jul,thu,400,2,999,0,nonexistent,-3.4,96.341,-46.6,3.454,5076.2,no
52,blue-collar,married,professional.course,no,yes,yes,cellular,sep,tue,725,6,999,0,nonexistent,-1.7,90.838,-44.1,4.004,5076.2,yes
18,admin.,married,professional.course,no,no,no,cellular,apr,fri,234,2,999,0,nonexistent,-0.1,93.949,-34.7,1.447,5017.5,yes
24,admin.,divorced,university.degree,unknown,no,no,telephone,nov,tue,73,1,999,0,nonexistent,-0.1,91.505,-34.6,5.1,4963.6,no
32,blue-collar,married,university.degree,no,yes,no,cellular,sep,wed,644,1,999,0,nonexistent,1.1,93.363,-41.0,4.768,5191.0,yes
40,blue-collar,married,university.degree,unknown,no,no,telephone,may,mon,373,3,999,0,nonexistent,1.1,91.017,-36.8,5.1,5099.1,yes
46,housemaid,married,university.degree,no,no,no,telephone,may,fri,213,1,999,0,nonexistent,-1.7,94.134,-39.9,0.6,5099.1,yes
31,services,divorced,basic.9y,no,yes,no,cellular,may,mon,297,2,12,3,success,-1.7,93.42,-42.3,0.907,5076.2,no
42,services,married,high.school,no,yes,no,cellular,dec,tue,645,1,10,1,failure,-0.1,95.249,-45.8,1.656,5017.5,no
30,admin.,married,university.degree,no,yes,no,telephone,may,wed,311,3,999,0,nonexistent,1.1,92.593,-46.3,2.569,5008.7,yes
32,housemaid,single,high.school,no,no,yes,cellular,jul,thu,114,2,999,0,nonexistent,-3.4,92.545,-45.8,0.601,5076.2,no
23,retired,single,high.school,no,no,no,cellular,mar,thu,312,4,999,0,nonexistent,1.4,92.56,-33.9,4.147,5076.2,yes
28,admin.,married,high.school,no,yes,no,telephone,jun,tue,10,3,999,0,nonexistent,-0.1,96.692,-37.6,2.211,5099.1,no
23,retired,married,university.degree,no,yes,no,cellular,aug,mon,122,2,999,0,nonexistent,-1.7,93.95,-34.8,5.1,5099.1,no
28,services,married,university.degree,no,no,no,telephone,dec,thu,130,4,999,0,nonexistent,1.1,95.017,-40.0,5.1,5076.2,no
52,admin.,married,basic.9y,no,no,no,cellular,jul,fri,45,2,999,0,nonexistent,-3.4,94.087,-46.4,1.931,5099.1,no
28,technician,married,professional.course,no,yes,yes,cellular,nov,fri,5,3,999,0,nonexistent,-0.1,94.323,-39.0,1.619,5017.5,no
71,technician,married,university.degree,yes,no,no,cellular,jul,wed,35,4,999,0,nonexistent,-0.1,90.787,-35.7,4.345,5008.7,no
45,admin.,married,university.degree,no,no,yes,telephone,mar,fri,265,4,999,0,nonexistent,-1.8,92.16,-38.8,3.175,5008.7,no
42,unemployed,married,university.degree,no,yes,no,telephone,may,wed,405,2,999,0,nonexistent,1.4,92.068,-48.6,3.665,5008.7,yes
29,self-employed,single,university.degree,no,no,no,telephone,aug,wed,1109,4,999,0,nonexistent,1.1,93.089,-49.4,5.1,5076.2,yes
48,management,divorced,basic.4y,no,yes,no,cellular,dec,wed,106,1,999,0,nonexistent,-1.8,92.845,-38.8,2.511,5191.0,no
33,technician,single,university.degree,no,yes,no,cellular,nov,wed,228,3,999,0,nonexistent,-1.7,90.588,-43.6,1.082,5076.2,yes
41,technician,married,basic.4y,no,yes,no,cellular,may,thu,691,7,999,0,nonexistent,-1.8,93.064,-40.4,0.785,5076.2,no
70,management,married,university.degree,no,no,yes,cellular,may,wed,45,1,999,0,nonexistent,1.4,89.981,-45.6,2.681,5017.5,no
38,services,divorced,professional.course,no,no,yes,cellular,may,tue,316,1,13,2,failure,-1.7,94.165,-41.4,2.367,5008.7,no
53,admin.,married,high.school,unknown,yes,yes,telephone,dec,tue,351,2,17,2,success,-0.1,93.156,-47.5,4.557,5099.1,yes
31,services,married,basic.9y,unknown,yes,no,cellular,nov,mon,23,1,999,0,nonexistent,-1.7,94.868,-40.8,5.1,5099.1,no
39,self-employed,married,university.degree,no,yes,no,telephone,oct,wed,493,4,999,0,nonexistent,-1.7,93.319,-38.4,5.1,4963.6,no
61,technician,single,basic.9y,no,no,no,cellular,jun,tue,419,3,999,0,nonexistent,1.1,92.306,-38.1,1.738,4963.6,yes
32,admin.,single,university.degree,no,yes,no,telephone,jul,mon,8,3,19,3,success,1.1,90.636,-48.5,1.554,5191.0,no
61,entrepreneur,married,basic.6y,no,no,no,cellular,jul,thu,23,1,999,0,nonexistent,-0.1,92.408,-39.7,0.6,5099.1,no
48,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,12,1,999,0,nonexistent,1.1,91.818,-44.9,3.005,5008.7,yes
33,blue-collar,divorced,professional.course,no,yes,no,cellular,jul,thu,101,1,999,0,nonexistent,-0.1,93.557,-34.4,4.593,5076.2,no
47,admin.,married,university.degree,unknown,yes,no,cellular,mar,wed,177,8,999,0,nonexistent,-3.4,92.368,-37.2,1.728,5099.1,no
51,blue-collar,single,university.degree,no,yes,no,cellular,may,fri,190,1,22,3,success,-3.4,93.907,-41.9,0.6,5191.0,no
47,entrepreneur,single,high.school,no,no,no,cellular,nov,fri,77,3,999,0,nonexistent,-1.7,95.031,-31.1,5.1,5191.0,yes
21,services,single,university.degree,no,yes,no,cellular,oct,fri,606,2,999,0,nonexistent,1.1,90.879,-45.6,1.731,5099.1,yes
31,blue-collar,married,university.degree,no,yes,no,telephone,jul,thu,114,6,999,0,nonexistent,1.4,92.996,-42.3,2.798,4963.6,no
37,housemaid,married,university.degree,no,yes,no,telephone,jul,tue,11,4,999,0,nonexistent,-3.4,92.928,-39.3,2.16,5008.7,yes
39,housemaid,married,university.degree,unknown,yes,no,telephone,may,fri,89,2,7,3,nonexistent,-1.7,93.471,-31.8,0.6,5099.1,no
47,housemaid,single,university.degree,no,yes,no,cellular,sep,tue,189,1,999,0,nonexistent,-1.8,94.03,-34.7,4.623,5076.2,yes
42,blue-collar,divorced,high.school,no,yes,no,cellular,oct,tue,131,2,999,0,nonexistent,1.4,95.382,-38.0,0.6,5076.2,yes
23,technician,married,basic.9y,no,no,no,cellular,oct,wed,79,2,9,1,nonexistent,1.4,91.336,-46.4,5.024,5017.5,no
44,unemployed,married,university.degree,no,no,no,cellular,sep,mon,35,1,999,0,nonexistent,-1.8,90.642,-46.4,3.482,5076.2,no
47,entrepreneur,divorced,basic.9y,no,yes,no,cellular,may,fri,427,1,999,0,nonexistent,1.1,93.283,-38.5,2.516,5099.1,no
46,admin.,single,university.degree,no,yes,no,cellular,may,wed,1389,2,999,0,nonexistent,1.1,93.674,-48.3,2.546,5099.1,yes
52,admin.,single,basic.9y,no,unknown,no,cellular,jul,wed,99,4,999,0,nonexistent,-1.8,94.08,-40.4,3.818,5076.2,yes
50,technician,married,university.degree,unknown,yes,no,cellular,may,thu,120,1,999,0,nonexistent,-0.1,91.858,-38.0,1.843,4963.6,yes
45,student,married,university.degree,no,yes,no,cellular,oct,wed,240,1,999,0,nonexistent,1.1,90.633,-49.4,3.318,5008.7,yes
39,services,single,basic.9y,no,yes,no,telephone,may,mon,316,4,999,0,nonexistent,-3.4,94.828,-38.8,1.401,5191.0,no
20,technician,single,basic.4y,no,yes,no,telephone,may,thu,124,5,999,0,nonexistent,-0.1,93.769,-37.5,0.6,5099.1,yes
45,admin.,married,basic.6y,no,no,no,telephone,jun,thu,588,1,15,2,success,-1.8,92.432,-43.8,4.111,5076.2,no
42,management,married,university.degree,no,yes,no,telephone,dec,wed,205,1,999,0,nonexistent,-0.1,89.781,-42.8,5.1,5191.0,yes
43,self-employed,married,university.degree,no,no,no,cellular,may,thu,149,3,999,0,nonexistent,1.4,91.996,-50.9,4.019,5076.2,no
24,technician,married,basic.4y,no,yes,no,telephone,aug,tue,260,1,999,0,nonexistent,-0.1,94.043,-42.5,2.915,5099.1,no
27,entrepreneur,married,university.degree,no,yes,no,telephone,jul,tue,763,3,999,0,nonexistent,-3.4,93.652,-49.6,2.286,5017.5,yes
52,unemployed,divorced,high.school,no,no,yes,cellular,apr,mon,395,1,999,0,nonexistent,-3.4,90.933,-45.4,2.343,5008.7,no
39,blue-collar,married,high.school,unknown,yes,no,cellular,jul,tue,10,1,22,1,nonexistent,1.1,93.929,-44.0,2.286,5099.1,no
48,services,single,professional.course,no,no,no,telephone,sep,fri,100,4,999,0,nonexistent,-1.7,92.868,-47.8,3.358,5191.0,no
40,blue-collar,married,high.school,no,yes,no,cellular,jul,fri,158,2,999,0,nonexistent,-0.1,94.901,-48.2,0.6,5076.2,no
40,entrepreneur,single,high.school,no,no,no,telephone,nov,tue,94,1,999,0,nonexistent,-1.8,91.953,-48.0,0.6,5017.5,no
51,services,divorced,basic.4y,unknown,yes,yes,cellular,may,wed,301,2,15,1,nonexistent,1.1,92.075,-35.9,3.812,5099.1,no
33,management,married,basic.6y,no,no,no,cellular,apr,thu,437,1,17,2,failure,1.4,93.173,-42.4,2.642,5008.7,yes
41,entrepreneur,married,basic.9y,no,yes,no,cellular,dec,tue,328,1,999,0,nonexistent,1.4,92.374,-35.7,1.226,5017.5,no
34,technician,married,basic.4y,no,no,yes,cellular,jun,mon,1135,2,999,0,nonexistent,-1.7,91.69,-44.0,1.176,5191.0,yes
34,student,married,university.degree,no,yes,no,telephone,aug,fri,79,4,999,0,nonexistent,1.1,95.762,-43.9,1.996,5076.2,no
